Episode_ID,Seed,現在のターン,Lv0_狙い(宣言),Lv0_近い方を狙ったか,Lv1_狙い(宣言),Lv1_近い方を狙ったか,Lv1_協調判定(被り回避),Lv1_意図推定,Lv1_推定理由,Lv1_決定行動,Lv1_行動理由,Lv0_決定行動,Lv0_行動理由,Lv1_X,Lv1_Y,Lv0_X,Lv0_Y,PreyA_X,PreyA_Y,PreyB_X,PreyB_Y,Lv0-A(Manhattan),Lv0-A(Torus),Lv0-B(Manhattan),Lv0-B(Torus),Lv1-A(Manhattan),Lv1-A(Torus),Lv1-B(Manhattan),Lv1-B(Torus),再計算_Lv0-A距離(マンハッタン),再計算_Lv0-B距離(マンハッタン),再計算_Lv0-A距離(ユークリッド),再計算_Lv0-B距離(ユークリッド),抽出_Lv1予想ターゲット,抽出_Lv0宣言ターゲット,判定_意図推定一致,判定_距離合理性(マンハッタン),判定_距離合理性(ユークリッド)
7,253501,38,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aまで1マスの距離であるため、獲物Aを狙っていると判断した。,上,自己は獲物Aに1マスの距離にいるため、獲物Aを捕獲するため素早く接近する必要がある。また、他者も獲物Aを狙っているため、行動を重ねることで捕獲の可能性を高める。,上,獲物Aが現在私の位置の上に位置しているため、獲物Aに接近するためには上に移動するのが最適です。,9,13,9,14,10,13,16,1,2,2,20,14,1,1,19,15,2,14,1.41,9.9,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,39,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,自己と他者の座標から、他者は獲物Aがいる位置の真下にいるため、次のターンで獲物Aを捕まえるためには上に移動することが最も自然である。,上,獲物Aに近づくための最適な行動が上に移動することであり、他者も獲物Aを狙っているため、協力して捕獲する可能性が高まるから。,右,獲物Aに最も近い位置に移動し、次ターンで捕獲できる可能性を高めるため。,9,12,9,13,11,13,17,1,2,2,20,16,3,3,19,17,2,16,2.0,11.31,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,40,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(10, 13)は獲物Aの座標(11, 13)のすぐ隣に位置しており、次の行動で獲物Aに接近可能であるため。",右,"自己の座標(9, 11)から獲物Aの座標(11, 13)へ接近するため、右に移動することで次のターンで捕獲できる可能性が高まる。",右,獲物Aが隣接しているため、次のターンで捕獲できる位置に移動するため。,9,11,10,13,11,13,17,1,1,1,19,15,4,4,18,18,1,15,1.0,10.63,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,41,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者は獲物Aと同じ座標にいるため、獲物Aは捕獲中であり、移動する必要がないと推定できる,右,獲物Aは他者によって捕獲中のため、その場に留まると獲物Bを捕獲するための距離を縮める必要があるから。,右,獲物Bが未捕獲状態であり、現在位置から右に移動することで獲物Bに近づくことができるため、効率的に捕獲を目指すことができる。,10,11,11,13,11,13,17,1,0,0,18,14,3,3,17,17,0,14,0.0,10.0,獲物A,獲物B,✖️,✖️,✖️
7,253501,42,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(12, 13)は獲物Aの座標(11, 13)と隣接しているため、次の行動で獲物Aを捕獲することが容易である。",上,獲物Aは自己の真上の位置にあり、次の行動で直接捕獲が可能であるため。,左,獲物Aが左側に位置しているため、次のターンで隣接して捕獲が可能だから,11,11,12,13,11,13,17,0,1,1,18,12,2,2,17,15,1,12,1.0,8.6,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,43,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の座標が獲物Aの座標と一致しており、獲物Aは捕獲されているため、この行動が最も合理的である,下,獲物Aが捕獲中であるため、他者がその位置に留まることが予想される。獲物Bを捕まえるためには、自分が獲物Bの位置に近づく必要があるから。,右,獲物Aはすでに捕獲中であるため、次は未捕獲の獲物Bを狙う必要がある。獲物Bへの距離を縮めるためには、右に移動するのが最適と判断した。,11,10,11,13,11,13,17,19,0,0,12,12,3,3,15,15,0,12,0.0,8.49,獲物A,獲物B,✖️,✖️,✖️
7,253501,44,獲物A,⚪︎,獲物B,✖️,⚪︎,獲物Aを狙っている,他者の位置が獲物Aの位置と一致しており、獲物Aが未捕獲であるため、他者が獲物Aを狙っていると推定できる。,右,獲物Aは他者によって捕獲されるため、自己は獲物Bに向かうことで効率的に捕獲を目指すため。,その場に留まる,獲物Aが現在自己の座標と一致しているため、次のターンで捕獲することができる。,11,11,12,13,12,13,17,19,0,0,11,11,3,3,14,14,0,11,0.0,7.81,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,45,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者は現在獲物Aの位置にいて、獲物Aが捕獲中であるため、そのままその場に留まるのが合理的であると推定される。,下,獲物Aはすでに捕獲中であり、獲物Bが未捕獲の状態なので、捕獲を進めるために獲物Bの方に移動する必要がある。,右,獲物Bが捕獲されていないため、次ターンでの捕獲を目指し、近づく必要がある。右に移動することで獲物Bに接近できる。,12,11,12,13,12,13,17,19,0,0,11,11,2,2,13,13,0,11,0.0,7.81,獲物A,獲物B,✖️,✖️,✖️
7,253501,46,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者は隣接する座標に位置しており、獲物Aが未捕獲であるため、獲物Aを狙うと推測された,その場に留まる,自己の位置が獲物Aの位置と一致しているため、獲物Aを捕獲するためにはその場に留まる必要がある。,左,獲物Aが他者の位置にいるため、左に移動することで獲物Aを捕獲できる位置に移動することができるから。,12,12,13,13,12,12,17,19,2,2,10,10,0,0,12,12,2,10,1.41,7.21,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,47,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の位置が獲物Aの位置と隣接しており、獲物Aは捕獲中のため、その場に留まると考えられる。,右,獲物Bは未捕獲であり、より効率的に捕獲するためにその方向に移動する必要がある。,上,獲物Aは捕獲中であり、獲物Bを捕まえるためには上に移動してその近くに近づく必要があるため。,12,12,12,13,12,12,17,18,1,1,10,10,0,0,11,11,1,10,1.0,7.07,獲物A,獲物B,✖️,✖️,✖️
7,253501,48,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の座標が獲物Aの座標と一致しており、獲物Aが捕獲中のため、他者が動く理由がないため。,右,獲物Aはすでに捕獲中であり、獲物Bを捕獲するために近づく必要があるため。そのため右に移動する。,右,獲物Aは既に捕獲中であり、今後のターンで獲物Bを捕まえるために近づく必要があるから。,13,12,12,12,12,12,18,18,0,0,12,12,1,1,11,11,0,12,0.0,8.49,獲物A,獲物B,✖️,✖️,✖️
7,253501,49,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aの座標より1つ右に位置しており、その行動によって獲物Aに移動できるため。,左,獲物Aは自己の左隣にあり、次のターンで他者が獲物Aを捕獲する可能性が高いため、自己も左へ移動することで獲物Aを捕獲するチャンスを作ることができる。,左,獲物Aは現在自己の左に位置しているため、左に移動すると獲物Aを捕獲できる可能性が高い。,14,12,13,12,12,12,19,18,1,1,12,12,2,2,11,11,1,12,1.0,8.49,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,50,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の位置が獲物Aの位置と一致しており、獲物Aが捕獲中のため、他者は動く必要がないと判断した,左,獲物Bが未捕獲状態であり、次のターンで獲物を捕獲するためには移動する必要があるため、獲物Bの方へ向かうべきである,右,獲物Bが未捕獲であり、獲物Aは捕獲中のため、獲物Bを捕まえるために近づく必要がある。,13,12,12,12,12,12,19,18,0,0,13,13,1,1,12,12,0,13,0.0,9.22,獲物A,獲物B,✖️,✖️,✖️
7,253501,51,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は獲物Aの地点にいるが、獲物Aは捕獲中のため、他者は未捕獲の獲物Bを狙うと考えられる。,右,獲物Bが未捕獲であり、他者が獲物Aの位置にいるため、次ターンで獲物Bに接近する必要がある。,左,獲物Bが未捕獲であり、自己の座標から左へ移動することで獲物Bに近づき捕獲を狙うため,12,12,13,12,12,12,19,17,1,1,11,11,0,0,12,12,1,11,1.0,7.81,獲物B,獲物B,⚪︎,✖️,✖️
7,253501,52,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者は現在獲物Aがいる位置にいるため、獲物Aを捕獲している状態で、動く必要がないと推測される。,左,獲物Aは既に捕獲中であり、獲物Bを捕獲するために位置を寄せる必要があるため。,右,獲物Bが未捕獲状態なので、次ターンで獲物Bに近づくために右に動くことで捕獲を目指す,13,12,12,12,12,12,19,16,0,0,11,11,1,1,10,10,0,11,0.0,8.06,獲物A,獲物B,✖️,✖️,✖️
7,253501,53,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は現在獲物Bがいる方向にいるため、獲物Bを狙って移動しようとしていると推測できる。,右,獲物Aは既に捕獲中であるため、次の行動は獲物Bを狙う必要がある。右に移動することで、獲物Bに接近できる可能性が高まるため。,左,獲物Aはすでに捕獲中であるため、未捕獲の獲物Bを狙いに行く必要があります。左に移動することで、次ターンに獲物Bへの接近が可能になります。,12,12,13,12,12,12,19,16,1,1,10,10,0,0,11,11,1,10,1.0,7.21,獲物B,獲物B,⚪︎,✖️,✖️
7,253501,54,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の位置が獲物Aの位置と一致しており、獲物Aが捕獲中であるため、他者はその場に留まると推測した。,左,獲物Aはすでに捕獲中のため、次のターンでは獲物Bを狙い、効率的に捕獲を進める必要がある。左に移動することで、獲物Bに近づくことができる。,右,獲物Bが未捕獲状態であるため、近づく必要がある。右に移動することで捕獲のチャンスを増やすことができる。,13,12,12,12,12,12,19,15,0,0,10,10,1,1,9,9,0,10,0.0,7.62,獲物A,獲物B,✖️,✖️,✖️
7,253501,55,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は獲物Aが捕獲中であるため、捕獲を狙うことはできず、未捕獲の獲物Bを目指すと考えられる,右,獲物Bは未捕獲であり、他者が獲物Bに向かっているため、効率的に捕獲を進めるために位置を近づける必要があるから,左,獲物Aは捕獲中であるため、次のターンで獲物Bを捕獲するために左に移動して獲物Bの近くに位置する。,12,12,13,12,12,12,19,15,1,1,9,9,0,0,10,10,1,9,1.0,6.71,獲物B,獲物B,⚪︎,✖️,✖️
7,253501,56,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者は現在獲物Aの座標に位置しており、獲物Aが捕獲中であるため、次の行動はその場に留まると推定される。,左,獲物Aが捕獲中なので、次は未捕獲の獲物Bを狙うために移動します。,右,獲物Bは未捕獲状態であり、次のターンでその位置に移動することで捕獲を試みるため。,13,12,12,12,12,12,19,15,0,0,10,10,1,1,9,9,0,10,0.0,7.62,獲物A,獲物B,✖️,✖️,✖️
7,253501,57,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は獲物Aが捕獲中で、自身の次の行動が獲物Bの位置に移動することに適しているため。,左,他者が獲物Bを狙っているため、獲物Bに近づくことで捕獲のチャンスを増やすため。,左,獲物Aはすでに捕獲中であるため、次のターンで未捕獲の獲物Bを優先的に狙う必要がある。左に移動することで獲物Bに近づくことができ、次ターンで捕獲のチャンスを増やす。,12,12,13,12,12,12,0,15,1,1,16,10,0,0,15,11,1,10,1.0,7.62,獲物B,獲物B,⚪︎,✖️,✖️
7,253501,58,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者は獲物Aの座標と同じ位置にいるため、獲物Aを狙っているか、捕獲中でその場に留まっていると推測される,右,獲物Aが捕獲中のため、その場に留まる必要はなく、未捕獲の獲物Bに接近することが効率的だから,左,獲物Aは既に捕獲中であり、次のターンで未捕獲の獲物Bを捕獲するために近づく必要があるから。,11,12,12,12,12,12,1,15,0,0,14,12,1,1,13,13,0,12,0.0,9.49,獲物A,獲物B,✖️,✖️,✖️
7,253501,59,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は自己の左隣に位置しており、獲物Aは既に捕獲中のため、獲物Bを狙うことが合理的である。,左,獲物Bは未捕獲状態であり、他者が左に移動することで獲物Bを狙っているので、自己も左に移動して獲物Bの捕獲に寄与する必要があるため。,右,獲物Aは捕獲中であり、獲物Bを捕獲するために移動する必要がある。右に移動することで獲物Bに近づくことができる。,12,12,11,12,12,12,2,15,1,1,12,12,0,0,13,13,1,12,1.0,9.49,獲物B,獲物B,⚪︎,✖️,✖️
7,253501,60,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者が獲物Aと同じ座標にいるため、獲物Aは確保されている状態にあり、行動を変える必要がないと判断した。,左,獲物Aは既に捕獲されているため、未捕獲の獲物Bを捕まえるために左に移動する。,上,獲物Aは捕獲中のため、次のターンで獲物Bを狙いに行くために上に移動する。,11,12,12,12,12,12,2,14,0,0,12,12,1,1,11,11,0,12,0.0,10.2,獲物A,獲物B,✖️,✖️,✖️
7,253501,61,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置(12, 11)から獲物Aの位置(13, 12)に移動することができ、獲物Aに最も近い状態にある。",右,獲物Aが自己の右側に位置しており、他者が獲物Aを狙っているため、右に移動することで獲物Aを捕獲する可能性が高まる。,右,獲物Aは自己の右に位置しており、この行動により獲物Aに近づくことができるため。,10,12,12,11,13,12,3,14,2,2,12,12,3,3,9,9,2,12,1.41,9.49,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,62,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は獲物Aの位置（13, 11）にいるため、次のターンで獲物Aを捕獲することが可能である",上,獲物Aは他者の直近にいるため、他者が捕獲する際、自己がその上に移動することで次ターンに獲物Bを追いかけられる位置に行けるから。,その場に留まる,自己の座標と獲物Aの座標が一致しているため、その場に留まることで獲物Aを捕獲することができる。,11,12,13,11,13,11,4,14,0,0,12,12,3,3,9,9,0,12,0.0,9.49,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,63,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者は獲物Aがいる座標に位置しており、その状態は「捕獲中(HOLD)」であるため、他者が動く必要がないと判断した。,右,獲物Aはすでに捕獲中で、次のターンで獲物Bを捕獲するために移動する必要がある。,左,獲物Aは捕獲中であり、獲物Bを捕獲するために自己の位置を獲物Bに近づける必要があるため。,11,11,13,11,13,11,5,14,0,0,11,11,2,2,9,9,0,11,0.0,8.54,獲物A,獲物B,✖️,✖️,✖️
7,253501,64,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者が現在自己と同じ位置にいることから、獲物Aに向かって右に移動することで最短距離で捕獲を狙うと考えられる。,右,他者が獲物Aを狙って右に移動するため、自己も同様に右に動くことで共に獲物Aを捕獲するチャンスを高めるため。,右,獲物Aは自己の現在位置から右2セルの位置にいるため、最短ルートで捕獲できる。,12,11,12,11,14,11,5,13,2,2,9,9,2,2,9,9,2,9,2.0,7.28,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,65,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が自己と同じであり、獲物Aが右隣の位置にいるため、獲物Aを捕獲するために右に移動する可能性が高い。,右,獲物Aが右隣に位置しており、他者も獲物Aを狙っているため、右に移動して獲物Aを捕獲することが効率的です。,右,"獲物Aは現在私の隣のセル（14, 11）にいるため、移動して捕獲するのが最も効率的です。",13,11,13,11,14,11,5,13,1,1,10,10,1,1,10,10,1,10,1.0,8.25,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,66,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の位置が獲物Aの位置と一致しており、獲物Aが捕獲中であることから、他者はその場に留まると推定される,下,獲物Aが既に捕獲中であるため、次のターンで獲物Bを捕獲するために近づく必要があるから,下,獲物Aは捕獲中であるため獲物Bを狙い、下に移動することで次ターンで獲物Bに近づくことができるため。,14,11,14,11,14,11,5,13,0,0,11,11,0,0,11,11,0,11,0.0,9.22,獲物A,獲物B,✖️,✖️,✖️
7,253501,67,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,自己座標から獲物Aまでの距離が1マスで、他者が現在動ける位置であるため、獲物Aを狙っていると推定した。,右,獲物Aが自分の隣のマスにいるため、捕獲するために右に移動する必要がある。,右,獲物Aは現在自己座標のすぐ隣に位置しているため、右に移動することで捕獲のチャンスがあるからです。,14,12,14,12,15,11,6,13,2,2,9,9,2,2,9,9,2,9,1.41,8.06,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,68,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者が獲物Aの位置（15, 11）に近く、次の行動でその位置に移動可能であるため、獲物Aを捕獲しようとしていると推測できる。",上,獲物Aが自己の真上に位置しており、次のターンで上に移動すれば捕獲できるため、獲物Aを狙う。,上,獲物Aが現在自己の直上にいるため、捕獲するためには上に移動する必要がある。,15,12,15,12,15,11,6,12,1,1,9,9,1,1,9,9,1,9,1.0,9.0,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,69,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の座標が獲物Aの座標と一致しており、両者の状態から捕獲中の獲物をその場で保持していると推測したため,上,獲物Bが未捕獲であり、移動することで捕獲のチャンスを増やすため,左,獲物Bは未捕獲状態であり、現在位置から左に移動することで獲物Bに近づける可能性があるため。,15,11,15,11,15,11,7,12,0,0,9,9,0,0,9,9,0,9,0.0,8.06,獲物A,獲物B,✖️,✖️,✖️
7,253501,70,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(14, 11)から、獲物A(15, 11)への移動が可能であり、そのため獲物Aを狙っていると推定した。",上,"自己が獲物Aのいる位置(15, 11)へ移動することで、次ターンに獲物Aを捕獲できるため。",右,獲物Aは現在右側に位置しており、右に移動することで直接その位置に到達し、捕獲のチャンスが生まれるため。,15,10,14,11,15,11,7,12,1,1,8,8,1,1,10,10,1,8,1.0,7.07,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,71,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の座標が獲物Aの座標と一致しており、獲物Aが捕獲中であるため、他者はその場に留まると推定される。,上,獲物Bは未捕獲状態であり、獲物Aは他者によって捕獲されているため、まずは未捕獲の獲物Bを狙う必要がある。上の座標に移動することで、獲物Bに近づくことができる。,左,獲物Bが未捕獲であり、左に移動することで獲物Bに近づくことができるため。,15,9,15,11,15,11,8,12,0,0,8,8,2,2,10,10,0,8,0.0,7.07,獲物A,獲物B,✖️,✖️,✖️
7,253501,72,獲物A,⚪︎,獲物B,✖️,⚪︎,獲物Aを狙っている,"他者は(14, 11)に位置しており、(16, 11)の獲物Aに向かって右に移動することで捕獲が可能であるため。",左,獲物Bの位置に近づくために左に移動し、次のターンで捕獲の可能性を高める。,右,獲物Aは現在自己の右隣に位置しており、次の行動で捕獲のチャンスがあるため,15,8,14,11,16,11,9,12,2,2,6,6,4,4,10,10,2,6,2.0,5.1,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,73,獲物A,⚪︎,獲物B,✖️,⚪︎,獲物Aを狙っている,他者の位置が獲物Aの真下のセルにおり、獲物Aへの移動が1ターンで可能だから。,左,"獲物Bが10, 12に位置しているため、左に移動することで獲物Bに近づき、次のターンで捕獲する可能性を高めるため。",右,"獲物Aは現在座標(17, 11)にいるため、右に移動することで次ターンに捕獲できる距離に近づくことができるから。",14,8,15,11,17,11,10,12,2,2,6,6,6,6,8,8,2,6,2.0,5.1,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,74,獲物A,⚪︎,獲物A,△,✖️,獲物Aを狙っている,"他者の現在位置(16, 11)から獲物Aの位置(17, 10)は右上の方向で1マス離れているため、獲物Aを捕らえに行く意図があると推測される",右,獲物Aは自己の現在位置から1マス右にいるため、次のターンで捕獲するために右に移動することが最も効果的である。,左,獲物Aは自己の位置のすぐ隣にいるため、左に移動することで次ターンで捕獲する可能性が高い。,13,8,16,11,17,10,11,12,2,2,6,6,6,6,6,6,2,6,1.41,5.1,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,75,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置（15, 11）から獲物Aの位置（17, 10）に近づくためには左に移動する必要がある",右,獲物Aに近づくために、右に移動することで次ターンに捕獲の可能性が高まる,右,獲物Aに近づくため、右に移動して捕獲を狙います。,14,8,15,11,17,10,12,12,3,3,4,4,5,5,6,6,3,4,2.24,3.16,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,76,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者は現在獲物Bの位置に対して右下の位置におり、獲物Aへ移動することで近づくことが可能なため,右,獲物Aが右側に位置しており、次のターンで捕獲するために近づく必要があるため,左,獲物Aは左の座標に移動することにより、獲物Aとの距離を縮め、次のターンで捕獲しやすくするため。,15,8,16,11,17,10,12,11,2,2,4,4,4,4,6,6,2,4,1.41,4.0,獲物A,獲物A,⚪︎,⚪︎,⚪︎
7,253501,77,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の現在位置（15, 11）から獲物Bの位置（13, 11）までの距離が最も短いため、獲物Bを狙っていると推定した。",右,"獲物Aが現在位置（18, 10）にいるため、右に移動することで獲物Aとの距離を縮め、次のターンで捕獲の可能性を高めることができるため。",右,獲物Aは自己から右に2マスの位置にいるため、次の行動で獲物Aに近づくことができる。,16,8,15,11,18,10,13,11,4,4,2,2,4,4,6,6,4,2,3.16,2.0,獲物B,獲物A,✖️,✖️,✖️
7,253501,78,獲物A,△,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の位置（16, 11）が獲物Bの位置（13, 11）と同じ行にあり、獲物Bに近づくことができる左の移動が可能であることから、獲物Bを狙っていると判断した。",右,"獲物A（18, 10）に近づくため、右に移動することで次のターンに獲物Aを捕獲する可能性が高まるため。",右,獲物Aは現在自己の隣接セルに位置しており、次のターンで確実に捕獲するために右に移動します。,17,8,16,11,18,10,13,11,3,3,3,3,3,3,7,7,3,3,2.24,3.0,獲物B,獲物A,✖️,△,⚪︎
7,253501,79,獲物A,△,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の位置（17, 11）が獲物Bの位置（14, 11）に近く、獲物A（19, 10）よりも獲物Bへ移動しやすい状況であるため",右,獲物Aが右側の座標に位置しており、次ターンで接近および捕獲の可能性があるため,右,獲物Aは右隣の座標にいるため、直接捕獲を狙うことができる。,18,8,17,11,19,10,14,11,3,3,3,3,3,3,7,7,3,3,2.24,3.0,獲物B,獲物A,✖️,△,⚪︎
7,253501,80,獲物B,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者は現在の座標(18, 11)から、獲物Bの位置(14, 11)に向かう方向にいるため、獲物Bを狙っていると判断した",左,獲物Aは遠くにいるが、他者が獲物Bに向かうため、獲物Aを狙うことで目的の獲物を獲得するチャンスがあるため,左,獲物Bの座標に近づくため、獲物Bを捕獲する可能性を高める。,19,8,18,11,0,10,14,11,19,3,4,4,21,3,8,8,3,4,2.24,4.0,獲物B,獲物B,⚪︎,✖️,✖️
7,253501,81,獲物B,⚪︎,獲物B,✖️,✖️,獲物Bを狙っている,他者のy座標が獲物Bと一致し、x座標が自分から一つ右に動くと獲物Bに近づけるため、獲物Bを狙っていると推定した。,左,獲物Bの座標に近づくため、左に移動することで獲物Bの捕獲を目指します。,左,"獲物Bの位置（14, 11）に近づくために、左に移動することで効率的に捕獲に向かうことができる。",18,8,17,11,0,10,14,11,18,4,3,3,20,4,7,7,4,3,3.16,3.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
7,253501,82,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者の座標が獲物Bの座標と同じ列にあり、近くにいることから獲物Bを狙っていると推測した。,上,他者が獲物Bを狙っているため、連携して捕獲するために自分も獲物Bに近づく必要がある。,左,獲物Bが現在私のすぐ隣のセルに位置しており、左に移動することで獲物Bの座標に到達でき、捕獲する可能性が高いから。,17,8,16,11,1,10,15,11,16,6,1,1,18,6,5,5,6,1,5.1,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
7,253501,83,獲物A,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,他者は現在獲物Bの座標にいるため、通常は捕獲を試みる動きと解釈した,左,獲物Aはまだ捕獲されておらず、現在の位置から左に移動すると獲物Aに近づくことができ、捕獲の機会を高めるため。,左,獲物Aが未捕獲の状態であり、自己の座標から左に動くことで、その獲物に近づくことができ捕獲のチャンスを高められるため。,17,7,15,11,1,10,15,11,15,7,0,0,19,7,6,6,7,0,6.08,0.0,獲物B,獲物A,✖️,✖️,✖️
7,253501,84,獲物B,⚪︎,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者の現在位置(14,11)から獲物Bの位置(15,11)は隣接しており、獲物Bに移動することが次ターンの捕獲に繋がるため。",左,"獲物Aは現在(2,10)に位置し、他者が獲物Bを狙っているため、私は獲物Aに向かうことで他者との役割分担を行い、全体の捕獲効率を高めることができるため。",右,"獲物Bの位置（15, 11）に近づくため、次ターンに捕獲のチャンスを増やすため",16,7,14,11,2,10,15,11,13,9,1,1,17,9,5,5,9,1,8.06,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
7,253501,85,獲物A,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者の位置（15, 11）が獲物Bの位置と一致しており、獲物Bは捕獲中であるため、その場に留まっていると考えられる。",上,獲物Aは未捕獲の状態であり、自己の現在座標から上に移動することで獲物Aの位置に近づくことができる。獲物Bは他者によって捕獲中のため、獲物Aを狙うことが最も効率的である。,左,獲物Aが未捕獲状態であり、現在の位置から一歩左に移動することで、次のターンに獲物Aを捕獲する可能性を高めるため。,15,7,15,11,3,10,15,11,13,9,0,0,15,11,4,4,9,0,8.06,0.0,獲物B,獲物A,✖️,✖️,✖️
7,253501,86,獲物B,⚪︎,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者の現在位置（14, 11）が獲物Bの位置（16, 11）と隣接しているため、次に右に動くことで獲物Bを捕獲できると推測した",上,獲物Aは遠くにいるが、自己の次のターン行動で移動することで他者の影響を受けずに独自に獲物Aを狙うことができるから。,右,獲物Bは自分の近くにいるため、捕獲するチャンスが高い。次ターンに自分が獲物Bの座標に移動すれば捕獲できる可能性がある。,15,6,14,11,4,10,16,11,11,11,2,2,15,13,6,6,11,2,10.05,2.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
7,253501,87,獲物B,⚪︎,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者の座標(15, 11)から獲物B(16, 11)へは下に移動することで接近できるため、獲物Bを狙っていると推定した",左,"獲物Aの位置(5, 10)に向かうための進行方向を選択した。獲物Aを効率良く捕獲するために、自己は左に移動して近づく。",右,獲物Bは現在隣接しているため、次のターンで捕獲できる可能性が高い。,15,5,15,11,5,10,16,11,11,11,1,1,15,15,7,7,11,1,10.05,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
