Episode_ID,Seed,現在のターン,Lv0_狙い(宣言),Lv0_近い方を狙ったか,Lv1_狙い(宣言),Lv1_近い方を狙ったか,Lv1_協調判定(被り回避),Lv1_意図推定,Lv1_推定理由,Lv1_決定行動,Lv1_行動理由,Lv0_決定行動,Lv0_行動理由,Lv1_X,Lv1_Y,Lv0_X,Lv0_Y,PreyA_X,PreyA_Y,PreyB_X,PreyB_Y,Lv0-A(Manhattan),Lv0-A(Torus),Lv0-B(Manhattan),Lv0-B(Torus),Lv1-A(Manhattan),Lv1-A(Torus),Lv1-B(Manhattan),Lv1-B(Torus)
2,683327,87,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標(9, 17)から獲物B(8, 15)への移動が可能であり、獲物Bを確保するためにそれを選ぶ可能性が高い",右,獲物Aに近づくためには右に移動するのが最適であり、他者が獲物Bを狙っているため、こちらから獲物Aを狙うのが良い戦略である,上,"獲物Bの座標(8, 15)に近づくために上に移動すると、次のターンで捕獲の可能性が高くなるため。",9,3,9,17,11,6,8,15,13,11,3,3,5,5,13,9
2,683327,88,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,他者の座標が獲物Bの上にあり、獲物Aよりも獲物Bに対して接近しやすいため、獲物Bを狙っていると推定した。,上,獲物Aは自分の座標から1ステップ上にあり、次ターンで捕獲する可能性が高いため。,上,獲物Aに近づくために上に移動します。現在の自己座標と獲物Aの座標は、移動することで距離を縮めることができるため、捕獲のチャンスを高めます。,10,3,9,16,11,6,8,14,12,12,3,3,4,4,13,11
2,683327,89,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者は現在(9, 15)におり、獲物Bは(9, 14)にいる。次の行動で上に移動すれば獲物Bに接触できるため、狙っていると推定",下,獲物Aへ近づくために自己の位置を下に移動し、次回のターンで捕獲のチャンスを増やすため,上,"獲物Bの座標が9,14であり、自己座標の9,15から上に移動することで隣接する位置に移動し、次ターンで捕獲しやすくなるため。",10,2,9,15,11,5,9,14,12,12,1,1,4,4,13,9
2,683327,90,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Bのセルにあり、獲物Bが捕獲中であるため、他者は獲物Bを狙っていないと考えられる。獲物Aが近くにいるため、獲物Aを対象として行動する可能性が高い。,右,獲物Aが自己の隣接セルにいるため、次の行動で獲物Aを捕獲する可能性が高い。,上,獲物Aは自己の位置から上方向に移動することで接近可能であり、獲物Bは現在捕獲中なので、獲物Aの捕獲を優先する必要があるため。,10,3,9,14,11,5,9,14,11,11,0,0,3,3,12,10
2,683327,91,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の現在位置(9, 13)から獲物B(9, 14)へ一歩上に移動することで近づけるため",右,"獲物Aは現在(12, 5)におり、自己の位置(11, 3)から右に移動することで次ターンに獲物Aに近づけるため、捕獲のチャンスを増やすことができる。",下,獲物Bは現在自己の近くに位置しており、次のターンで捕獲する可能性が高いため。,11,3,9,13,12,5,9,14,11,11,1,1,3,3,13,11
2,683327,92,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,獲物Bは捕獲中であり、他者がその位置にいるため、獲物Aの位置に近づくことが推測される。,上,獲物Aは未捕獲であり、上に移動することで獲物Aに近づくことができるため。,左,獲物Aが右上に位置しているため、左に移動して獲物Aの捕獲を目指します。,12,3,9,14,13,5,9,14,13,13,0,0,3,3,14,12
2,683327,93,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,他者の座標が獲物Bの座標と同じ行（Y=14）にあり、X座標も近いことで獲物Bを捕獲する行動が考えられる,右,獲物Aに近づくため、X座標を1増やすことで捕獲の可能性を高めることができる,右,獲物Bは現在の自己座標のすぐ隣にあり、同じ行にいるため捕獲に最も近い。,12,2,8,14,14,5,9,14,15,15,1,1,5,5,15,11
2,683327,94,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,他者の位置が獲物Bと同じため、獲物Bを捕獲中であることが明らかであり、動く必要がない,右,獲物Aが未捕獲のため、次のターンで獲物Aに近づくことが必要であり、右に移動することで獲物Aに接近できる,左,獲物Aの位置に近づくため、左に移動して獲物Aを捕獲しやすくする,13,2,9,14,14,5,9,14,14,14,0,0,4,4,16,12
2,683327,95,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,他者は獲物Bの隣に位置しており、左に移動することで獲物Bの座標に到達できるため,上,獲物Aは現在の座標から上に移動することで、次のターンに捕獲可能になるため。獲物Bは他者が狙っているため、自己は獲物Aを優先して捕獲するべきである。,左,獲物Bは現在自己の隣接セルにあり、次のターンで捕獲できる可能性が高いからです。,14,2,8,14,14,5,9,14,15,15,1,1,3,3,17,13
2,683327,96,獲物B,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の現在位置が獲物Bから離れており、獲物Aに近づきやすいため、獲物Aを狙っていると推測した。,上,"獲物Aに近づくために上に移動する必要がある。獲物Aは現在14,4にいるため、上に移動することで次ターンに捕獲の可能性が高まる。",左,獲物Bは現在の位置から左方向に移動することで、獲物Bに近づくことができ、早期の捕獲が期待できるため。,14,1,7,14,14,4,10,14,17,17,3,3,3,3,17,11
2,683327,97,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の位置(6,14)から獲物B(10,13)に近づくためには、上に移動する必要がある。",右,獲物Aに近づくためには右に移動するのが最適で、次ターンで捕獲のチャンスが増えるため。,左,獲物Bは私の現在位置から近い（1セル左）ため、早期に捕獲するチャンスを増やすために行動します。,14,0,6,14,15,4,10,13,19,19,5,5,5,5,17,11
2,683327,98,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置は(5, 14)で、獲物Aの位置は(15, 4)。獲物Aは他者にとって狙いやすい配置にあるため、意図としては獲物Aに接近する行動をとると考えられる",上,獲物Aは自己の近くにあり、上に移動することで獲物Aに近づくことができるため、捕獲の可能性が高まる。,上,"獲物Aの座標が(15, 4)であり、自己の座標が(5, 14)なので、上に移動することで獲物Aに近づくことができ、捕獲のチャンスが増えます。",15,0,5,14,15,4,11,13,20,20,7,7,4,4,17,11
2,683327,99,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の位置(5, 13)から獲物Bの位置(12, 13)に向かう直線上にいるため、次の行動とした場合、獲物Bを捕獲する可能性が高い",上,"獲物Aは(16, 4)に位置しており、自己の座標から上方向に移動することで、その獲物に接近し捕獲のチャンスを高めるため。",右,獲物Bは現在自己の横に位置しているため、移動することで捕獲のチャンスがある。,15,19,5,13,16,4,12,13,20,18,7,7,16,6,9,9
2,683327,100,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の現在の座標(6, 13)と獲物Bの座標(12, 13)を考慮すると、獲物Bに向かって横移動することで捕まえるチャンスがあるため。",上,獲物Aは現在の自己座標から上方向に1マスで接近でき、他者が獲物Bに向かって動く中で、獲物Aを捕まえるチャンスがあるため。,右,獲物Bは現在自己の近くに位置しており、次のターンで捕獲を狙うためには、右に移動して獲物Bの座標に近づくことが最も効率的だから。,15,18,6,13,16,3,12,13,20,20,6,6,16,6,8,8
3,727878,1,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標が(8, 17)で獲物Bの座標が(0, 15)なので、獲物Bを狙うために下方向に移動することで近づける。",右,獲物Aに近づくためには右方向に移動することが最も効率的であり、次ターンで獲物Aを捕まえる可能性が高まるため。,上,"獲物Aの位置（14, 10）に近づくためには、自己の現在位置（8, 17）から上に移動することが最も効率的であり、獲物Aを捕獲するチャンスを高めるため。",9,8,8,17,14,10,0,15,13,13,10,10,7,7,16,16
3,727878,2,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標(8, 16)から獲物Bの座標(0, 15)に移動することが最も効果的であると判断したため",右,獲物Aに接近するため、次のターンで捕獲の可能性を高めるため,上,"獲物Aは現在(15, 10)にいて、私の現在地(8, 16)からの距離が遠いが、次のターンに獲物Aの方に向かうためにまず上に移動して距離を縮める必要があるため。",10,8,8,16,15,10,0,15,13,13,9,9,7,7,17,17
3,727878,3,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(8, 15)から獲物A(16, 10)への距離が近く、獲物Aの方向へ移動するためには左に動く必要がある",右,獲物Aが右上方向にいるため、右に移動することで獲物Aに近づき捕獲のチャンスを高めることができるから,上,獲物Aとの距離を縮めるため、上に移動することで獲物Aに近づき、次ターンで捕獲できる可能性を高める。,11,8,8,15,16,10,0,14,13,13,9,9,7,7,17,15
3,727878,4,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標が(8, 14)で、獲物Bの座標が(0, 13)であるため、他者は左方向に移動することで獲物Bに接近できる。",右,"獲物Aの座標が(16, 9)で、自己は(12, 8)にいるため、右に移動することで獲物Aに近づくことができ、捕獲のチャンスを増やすことができる。",右,"獲物Aは座標(16, 9)にいるため、右に移動することで獲物Aに接近し捕獲を狙う。",12,8,8,14,16,9,0,13,13,13,9,9,5,5,17,13
3,727878,5,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(9, 14)から獲物Aの座標(17, 9)を見ると、他者は上方向に移動することで獲物Aに近づくことができる",右,自己の位置から獲物Aに近づくため、右へ移動することで次のターンに獲物Aに捕獲しやすくなるため,上,"獲物Aの位置（17, 9）に向かうことで、次のターンで獲物Aを捕獲するチャンスが高まるため。",13,8,9,14,17,9,0,13,13,13,10,10,5,5,18,12
3,727878,6,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置9,13から獲物Aの位置18,9に向かうためには上方向に移動する必要があるため",右,獲物Aに近づくため、右に移動して次ターンで捕獲のチャンスを増やすため,右,"獲物Aは現在(18, 9)におり、次のターンに右に移動することで獲物Aに近づき、効率よく捕獲を目指せるため。",14,8,9,13,18,9,0,12,13,13,10,10,5,5,18,10
3,727878,7,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標(10, 13)から見て獲物Bの座標(0, 12)が近く、移動することで獲物Bに接近可能であるため、獲物Bを狙っていると推定した。",右,"獲物Aに最も近づくためには右に移動するのが最適です。獲物Aの位置(19, 9)に対して自分の現在位置(15, 8)から見て、右に移動することで最短で接近できます。",右,獲物Aは右の方向に位置しており、移動することで次ターンに捕獲のチャンスが増えるため。,15,8,10,13,19,9,0,12,13,13,11,11,5,5,19,9
3,727878,8,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(11, 13)から獲物Aの座標(19, 9)へは右に進むことでさらに近づけるため",右,獲物Aに最も近づくためには右に移動するのが最適であり、他者が獲物Aを狙っているため、協力して捕獲を狙うため,右,"獲物Aは現在右側の19,9に位置しており、自己の位置から右に移動することで獲物Aに近づくことができるため、捕獲のチャンスが高まる。",16,8,11,13,19,9,1,12,12,12,11,11,4,4,19,9
3,727878,9,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は現在位置(12, 13)から獲物A(19, 8)に向かうために左に移動することで、獲物Aに近づくことができる。",右,"獲物Aに近づくためには右へ移動することが最も効果的で、獲物Aの座標(19, 8)に接近することができるから。",右,"獲物Aは現在(19, 8)にいて、自己の位置(12, 13)から見て右に移動することで獲物Aに接近できるため、捕獲を目指します。",17,8,12,13,19,8,1,12,12,12,12,10,2,2,20,8
3,727878,10,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者は現在(13, 13)におり、獲物B(1, 12)は右下方向にいるため、獲物Bを狙っている可能性が高い。",左,"獲物Aが現在(0, 8)にいるため、左に移動することで次ターンに獲物Aに近づきやすくなる。",上,"獲物Bは現在(1, 12)に位置しており、自己の位置から上に移動することで、次ターンに近づき、捕獲のチャンスを増すことができるため。",18,8,13,13,0,8,1,12,18,12,13,9,18,2,21,7
3,727878,11,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の現在位置(13, 12)から獲物Bの位置(1, 12)まで移動することが可能で、右または下への移動では獲物Bに近づかないため",上,"獲物Aは現在の自己の座標(17, 8)から上に移動することで、獲物Aに近づくことができるため。獲物Bは他者が狙っているため、自己は獲物Aを優先して狙うことが効率的である。",左,獲物Bの位置が左側にあり、自己が左に移動すれば、次ターンで獲物Bを捕獲する可能性が高まるため。,17,8,13,12,0,7,1,12,18,12,12,8,18,4,20,8
3,727878,12,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者は現在(12, 12)にいて、獲物Bは(1, 12)に位置しており、同じ行にいることから、獲物Bを狙っていると推定される",左,"獲物Aは現在(1, 7)に位置しており、自己座標(17, 7)から左に移動することで獲物Aに近づくことができ、次ターンで捕獲のチャンスを増やすため。",左,獲物Bは現在の自己座標と同じ行にいるため、左へ移動することで獲物Bに近づき、次のターンで捕獲できる可能性が高い。,17,7,12,12,1,7,1,12,16,14,11,9,16,4,21,9
3,727878,13,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者は現在座標(11, 12)にいて、獲物Bの位置(2, 12)に対して、左右に移動することが可能であり、縦の位置が一致しているため、獲物Bを狙っていると推測される",左,獲物Aは自己の現在位置から最も遠くにいるが、左に移動することで獲物Aの方向に向かうことができ、次のターンでの捕獲のチャンスを増やすため,左,"獲物Bは現在(2, 12)にあり、自己の座標から一番近い位置にいます。左に移動することで次ターンに獲物Bを捕獲しやすくなります。",16,7,11,12,2,7,2,12,14,14,9,9,14,6,19,11
3,727878,14,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の現在位置(10,12)から獲物Bの位置(2,11)への移動が最も合理的であるため",左,獲物Aは自分の真左に位置しており、次のターンで捕獲する可能性が高いから,左,"獲物Aは現在座標(3, 7)にいるため、左に移動することで、次ターン中に獲物Aが捕まる可能性を高めることができる。",15,7,10,12,3,7,2,11,12,12,9,9,12,8,17,11
3,727878,15,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標(9, 12)から獲物Bの座標(3, 11)に向かうには上に移動することが最短の行動であり、選択肢として考えられるため",左,獲物Aは左側の座標に位置しており、最終ターンに近づくために左に動くことで獲物Aに近づくことができる,上,獲物Bは現在Y座標11にあり、上に移動することで獲物Bに近づくことができ、次ターンで捕獲が可能になるかもしれないため。,14,7,9,12,3,6,3,11,12,12,7,7,12,10,15,13
3,727878,16,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の現在位置(9, 11)から獲物B(4, 11)までの距離が短く、次の行動で獲物Bの捕獲を目指していると考えられる",左,自己の現在位置から獲物Aまでの距離を詰めるため、左に移動することで次ターンに捕獲の可能性を高めることができる。,左,"獲物Bは座標(4, 11)にあり、自己の座標(9, 11)から左に移動することで直接近づくことができるため、効率的に捕獲を狙える。",13,7,9,11,4,6,4,11,10,10,5,5,10,10,13,13
3,727878,17,獲物B,⚪︎,獲物B,✖️,✖️,獲物Bを狙っている,"他者は(8, 11)にいて、獲物Bは(5, 11)にいるため、獲物Bを狙って左に移動する可能性が高い。",左,"獲物Bの座標(5, 11)に近づくことで、次ターンに捕獲のチャンスがあるため。",左,"獲物Bの位置（5, 11）に近づくために左に移動し、次ターンで捕獲できる可能性を高めるため。",12,7,8,11,4,6,5,11,9,9,3,3,9,9,11,11
3,727878,18,獲物B,⚪︎,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標(7, 11)から獲物Bの座標(6, 11)への移動は左に進むことでアプローチ可能であるため。",左,獲物Aは西側に位置しており、左に移動することで獲物Aへの距離を縮められるため。,左,"獲物Bの座標（6, 11）に近づくために左に移動することで、次ターンでの捕獲が見込まれるため。",11,7,7,11,4,6,6,11,8,8,1,1,8,8,9,9
3,727878,19,獲物A,✖️,獲物A,△,⚪︎,獲物Bを狙っている,他者は獲物Bの座標と同じ位置にいるため、捕獲を示唆している,左,獲物Aは未捕獲であり、自己の位置から一歩左に移動することで獲物Aに近づくことができるため,上,獲物Aは現在未捕獲であり、上に移動することで獲物Aに近づくことができ、次ターンで捕獲する可能性が高まるため。,10,7,6,11,4,5,6,11,8,8,0,0,8,8,8,8
3,727878,20,獲物B,⚪︎,獲物A,✖️,⚪︎,獲物Bを狙っている,他者の座標が獲物Bの座標と近接しており、捕獲を目指して移動すると思われるため,左,獲物Aは現在近い位置にあり、左に移動することで獲物Aにより近づくことができるため、捕獲の可能性を高めることができる。,上,獲物Bは現在自己の真上に位置しており、移動して捕獲するのが最も効率的であるため。,9,7,6,10,4,4,6,11,8,8,1,1,8,8,7,7
3,727878,21,獲物A,✖️,獲物A,✖️,✖️,獲物Aを狙っている,"他者の位置(6,9)から獲物Aの位置(5,4)に向かうためには、上に移動するのが直線的であるため",上,"自己の位置(8,7)から獲物Aの位置(5,4)に向かうには上に移動するのが最短であり、他者も獲物Aに向かおうとしているため、協力して捕獲する可能性が高い。",上,獲物Aまでの距離が近く、次ターンに捕獲する可能性が高いため。,8,7,6,9,5,4,7,11,6,6,3,3,6,6,5,5
3,727878,22,獲物A,✖️,獲物A,△,⚪︎,獲物Bを狙っている,"他者は現在(6, 8)におり、獲物Bは(7, 11)にいる。上に移動することで獲物Bに近づくことができる。",左,獲物Aに接近するためには左に移動するのが最適であり、次ターンで獲物Aを捕獲できる可能性が高いから。,上,"獲物Aの座標が(5, 3)であり、自己の座標から(6, 8)で上方向に移動することで獲物Aに近づくことができるため。",8,6,6,8,5,3,7,11,6,6,4,4,6,6,6,6
3,727878,23,獲物A,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者は現在(6, 7)に位置しており、獲物B(7, 10)に対して左上に動くことでより近づくことができるため",上,獲物Aに近づくことで、次ターンに捕獲できる可能性を高めるため,左,獲物Aが自己の左側に位置しており、左に移動することで次ターンに獲物Aを捕獲できる可能性が高いため,7,6,6,7,5,3,7,10,5,5,4,4,5,5,4,4
3,727878,24,獲物A,△,獲物B,△,⚪︎,獲物Aを狙っている,他者の現在位置が獲物Aに近く、獲物Aを捕獲する可能性が高いことから、獲物Aを狙っていると推定した,上,自己の位置から獲物Bに近づくため、次ターンで捕獲の可能性を高めるために上に移動します。,上,"獲物Aが現在(5, 3)に位置しており、自分の位置(5, 7)から1上に移動することで獲物Aのいる位置に近づき、次のターンで捕獲する可能性を高めるため。",7,5,5,7,5,3,7,9,4,4,4,4,4,4,4,4
3,727878,25,獲物A,⚪︎,獲物B,✖️,⚪︎,獲物Aを狙っている,"他者が獲物Aに最も近い位置にいるため、のれん海岸上に上昇すると5,2へ近づけるから。",下,自己の位置から獲物Bへの移動が可能であり、他者が獲物Aを狙っているため、獲物Bに近づくことで効率的に両方の獲物を捕獲できる可能性を高めるため。,上,獲物Aは現在位置から上に位置しており、次のターンで捕獲するためには上に移動する必要があるため。,7,4,5,6,5,2,7,9,4,4,5,5,4,4,5,5
3,727878,26,獲物A,⚪︎,獲物B,△,⚪︎,獲物Aを狙っている,"他者の位置(5, 5)から獲物Aの位置(5, 2)への移動が可能であり、獲物Aへのアプローチが最も効率的であるため。",右,"自己は獲物Bに近づき、次のターンで捕獲を狙うため。獲物Bの位置は(8, 9)で、現在の自己の座標(7, 5)から右に移動することで、次ターンに獲物Bに接近できる。",上,獲物Aは自己の真上に位置しており、次のターンで捕獲できる可能性が高いから。,7,5,5,5,5,2,8,9,3,3,7,7,5,5,5,5
3,727878,27,獲物A,⚪︎,獲物A,✖️,✖️,獲物Aを狙っている,他者は現在獲物Aまで2マスの位置にあり、上に移動することで1マスに近づくことができる。,左,自己の座標から左に移動することで、獲物Aに対して直接的な接触を促進し、他者と連携して獲物Aをより早く捕獲できるため。,上,獲物Aは現在自己の真上に位置しているため、上に移動することで次ターンで捕獲できる可能性が高い。,8,5,5,4,5,2,9,9,2,2,9,9,6,6,5,5
3,727878,28,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者は現在の位置から獲物Aの位置に向かって近づくことができ、獲物Aが未捕獲であるため狙っていると推測される。,上,獲物Aが未捕獲であり、現在の位置から上に移動することで獲物Aに近づき捕獲できる可能性が高い。,右,"獲物Aは現在(6, 2)にいるので、右に移動することで(6, 3)に到達し、次ターンに獲物Aを捕獲する準備が整うため。",7,5,5,3,6,2,9,8,2,2,9,9,4,4,5,5
3,727878,29,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は現在(6, 3)におり、獲物Aは(7, 2)にいるため、上に移動することで獲物Aを捕獲する可能性が高い。",上,"獲物Aは現在(7, 2)におり、自己は(7, 4)にいるため、上に移動することで獲物Aに近づき、次のターンで捕獲できる可能性が高いから。",上,"獲物Aは現在(7,2)におり、自己の位置から上に移動することで次ターンに捕獲可能になるため。",7,4,6,3,7,2,9,8,2,2,8,8,2,2,6,6
3,727878,30,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aの位置の真下にあり、次の移動で獲物Aを捕獲できるため。,上,獲物Aは自己の真上に位置しており、他者も獲物Aを狙っているため、次ターンで自己が上に移動することで確実に獲物Aを捕獲できる。,右,"獲物Aの座標が(7, 2)であり、自己の現在座標(6, 2)から右に移動することで獲物Aに接近し、次ターンで捕獲できる可能性があるため。",7,3,6,2,7,2,10,8,1,1,10,10,1,1,8,8
3,727878,31,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,自己と他者の位置が一致しており、獲物Aが捕獲中のため、他者はその場に留まることが自然である,右,獲物Aはすでに捕獲中であり、次のターンで獲物Bを捕獲するために近づく必要があるため,右,獲物Bが未捕獲であり、獲物Aは既に捕獲中のため、獲物Bを狙うことが効率的です。右に移動することで獲物Bに近づきます。,7,2,7,2,7,2,10,8,0,0,9,9,0,0,9,9
3,727878,32,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者が獲物Aに向かうための動きをする可能性が高い位置関係であるため。,左,獲物Aが左側にいて捕獲が可能であり、他者も同じ位置にいるため、協力して獲物Aを捕獲しやすい。,左,獲物Aの座標に直接向かうため、左に移動し捕獲を狙う。,8,2,8,2,7,2,10,8,1,1,8,8,1,1,8,8
3,727878,33,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者と獲物Aが同じ座標に位置しており、獲物Aが捕獲中であることから、他者はその場に留まると推測した,右,獲物Aが捕獲中であり、他者もその場に留まっているため、獲物Bを捕獲するために移動する必要があります。,右,獲物Aはすでに捕獲中であり、未捕獲の獲物Bを狙うことで次の捕獲を目指す必要があるため。,7,2,7,2,7,2,10,7,0,0,8,8,0,0,8,8
3,727878,34,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者は獲物Aの位置にあるため、獲物Aを捕獲するためにその場に留まっていると推測される。,その場に留まる,自己と他者が同じ位置におり、獲物Aがその位置にいるため、一緒に捕獲できる。,その場に留まる,自己の位置で獲物Aと重なっているため、行動せずにその場に留まることで獲物Aを確実に捕獲できる。,8,2,8,2,8,2,10,6,0,0,6,6,0,0,6,6
3,727878,35,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,"他者は獲物Aと同じ座標(8,2)にいるため、獲物Aは捕獲中であり、他者はその場に留まることが自然である",右,獲物Aは他者により捕獲中であるため、次は獲物Bを捕獲するのが効率的である。獲物Bの位置に近づくために右に移動する。,右,獲物Aは既に捕獲中なので、獲物Bを狙って距離を縮める必要があるため。,8,2,8,2,8,2,10,6,0,0,6,6,0,0,6,6
3,727878,36,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aと一致しているため、獲物Aを捕獲する意図があると推測できる,その場に留まる,獲物Aが現在位置におり、他者も獲物Aを狙っているため、同時に捕獲することができる。,その場に留まる,自己と他者が同じ座標にいるため、獲物Aを捕獲するためにはその場に留まる必要がある。,9,2,9,2,9,2,11,6,0,0,6,6,0,0,6,6
3,727878,37,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,他者の座標が獲物Aの座標と一致しており、獲物Aは捕獲中であるため、他者はその場から動かないと考えられる。,右,獲物Aはすでに捕獲中なので、獲物Bを捕まえるために位置を移動する必要があります。獲物Bに近づくため、右に移動します。,右,獲物Aは現在捕獲中なので、未捕獲の獲物Bを狙って移動する必要があるため。,9,2,9,2,9,2,11,6,0,0,6,6,0,0,6,6
3,727878,38,獲物A,⚪︎,獲物A,⚪︎,△,不明,他者の現在位置が自己と同じであり、獲物Aまで1マス、獲物Bまでの距離が4マスと、獲物Aに向かう明確なアクションを取るには近くの方が有利であるため、どちらを狙うか不明,上,獲物Aに最も近い位置におり、上に移動することで次ターンに捕獲の可能性が高まるため。,上,"獲物Aの座標が(9, 1)であり、自己の座標から上に移動することで獲物Aに近づくことができるため。",10,2,10,2,9,1,12,6,2,2,6,6,2,2,6,6
3,727878,39,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標と獲物Aの位置が近く、現在同じ位置にいるため、次の行動で獲物Aに接近すると考えた,左,獲物Aが左側にいるため、左に移動することで獲物Aを捕獲できる可能性が高いから。,左,獲物Aが左隣に位置しているため、次の行動で直接捕獲に向かうことができる。,10,1,10,1,9,1,12,6,1,1,7,7,1,1,7,7
3,727878,40,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,自己と他者の位置が一致し、獲物Aが捕獲中であるため、他者は現在の位置に留まると考えられる,右,獲物Aはすでに捕獲中のため、次に未捕獲の獲物Bを狙う必要がある。獲物Bの位置に近づくために右に移動する。,右,獲物Bを捕獲するためには、まず獲物Bの座標に近づく必要があるため、右に移動して距離を詰める。,9,1,9,1,9,1,12,6,0,0,8,8,0,0,8,8
3,727878,41,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aと一致しており、他者がそのまま動かない限り獲物Aは捕獲できないため,その場に留まる,自己と他者が同じ座標にいるため、獲物Aを捕獲するためにはその場に留まる必要がある,その場に留まる,自己と他者が同じ座標におり、獲物Aはそこにいるため、今ターンで獲物Aを捕獲するためには、その場に留まる必要がある。,10,1,10,1,10,1,12,5,0,0,6,6,0,0,6,6
3,727878,42,獲物B,✖️,獲物B,✖️,⚪︎,獲物A捕獲中のためその場に留まる,自己と他者の位置が一致しており、獲物Aが捕獲中であるため、他者はその場に留まると推定される,下,獲物Bが未捕獲状態であり、自己と他者が獲物Aを捕獲中のため、他者が留まっている間に獲物Bを捕獲するために移動する必要がある,右,獲物Aは既に捕獲中であり、次は未捕獲の獲物Bを狙う必要があるため、獲物Bのいる右方向に移動する。,10,1,10,1,10,1,12,5,0,0,6,6,0,0,6,6
3,727878,43,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(11, 1)から獲物A座標(10, 0)に移動するには、上の方向に進むことが最も効率的であるため。",上,自己の現在の位置から獲物Aに向かうには、上に移動するのが最も効率的であり、他者も獲物Aを狙っているため、同時に捕獲できる可能性が高まるため。,上,"獲物Aの位置は(10, 0)で、自己は(11, 1)にいるため、上に移動すれば次ターンに獲物Aを捕獲することができるから。",10,2,11,1,10,0,12,4,2,2,4,4,2,2,4,4
3,727878,44,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aの座標と一致しており、一緒にターンを迎えるため、自動的に捕獲の機会がある,上,獲物Aの位置に移動することで、他者と合わせて捕獲の機会を得るため,その場に留まる,獲物Aが現在自己の位置と一致しているため、次のターンの行動を留まることで捕獲確定となる。,10,1,11,0,11,0,12,3,0,0,4,4,2,2,4,4
